column_name,definition,data_type,unit,column_role,model_eligibility,source_block,source_provider_or_author_derived,temporal_reference,missing_value_semantics,derivation_or_formula,authoritative_source_path,authoritative_source_field_or_section,definition_status,limitations
predictor_eligible_main_t,"The predictor row's MAIN-scope Stage123 eligibility, carried onto the pair.",boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_pair_construction,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,Copied onto the pair from the predictor row's predictor_eligible_main.,project/src/stage123.py,build_pairs123() :: 'predictor_eligible_main_t': int(r.pe_main),frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. It is the Stage123 baseline, not the Gate B rollup that defines the locked designs."
statement_scope_display_fa,Persian display label for the corrected statement scope: 'annual separate financial statements of the company'.,string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_assigned_key_or_label,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,Set to the single constant DISPLAY_LABEL_FA for every row.,project/src/stage123.py,DISPLAY_LABEL_FA; allrows['statement_scope_display_fa'] = DISPLAY_LABEL_FA,frozen_generator_code,"A constant display string, identical on every row. It carries no per-row information and exists only so the corrected scope is legible in Persian."
statement_scope_status,"Canonical separate / parent-company / consolidated scope status of the predictor row's statement, after the Stage123 correction.",string,not_applicable,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_eligibility,author_derived_from_committed_project_rules,predictor_fiscal_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,The Stage123 canonical scope: rows previously labelled possible_consolidated_statement or statement_scope_unknown were corrected to annual_separate_company_user_confirmed on the data owner's direct confirmation; all other rows keep their original label.,project/src/stage123.py,rebuild_eligibility() :: el['statement_scope_canonical']; CORRECTED_SCOPE,frozen_generator_code,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. The correction rests on the data owner's confirmation, not on a re-reading of each filing. The prior labels are retained in the Stage123 immutable audit log, not in this release."
usable_for_model_flag,"The upstream source workbook's own quality filter, used there to build the training-candidates sheet.",boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_upstream_source_panel,author_derived_from_committed_project_rules,predictor_fiscal_year_t,"Preserved as supplied by the upstream panel; the Stage121 dictionary records missing_policy = 'Preserve as supplied; no imputation was applied in this handoff.' Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.","Existing source flag used to create the training_candidates sheet, carried forward unchanged.",project/raw_handoff/financial_distress_programmer_handoff_stage121(1)/data_dictionary_stage121.csv,row column_name=usable_for_model_flag (role quality_filter),committed_dictionary,"Eligibility bookkeeping, not a measurement of the company. Eligibility is recorded per dimension and the counts are NOT additive: one row may fail more than one rule. It is the UPSTREAM flag and is NOT the study's eligibility rule. The project's eligibility lives in the predictor_eligible_* and pair_final_eligible_* columns; this one is retained for audit only."
valid_target_t_plus_1,Whether the t+1 outcome row exists and its FD_target_main is determinate — the condition that makes the pair usable at all.,boolean_0_1,binary_0_1,sample_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage123_pair_construction,author_derived_from_committed_project_rules,target_fiscal_year_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"0 if the t+1 row's FD_target_main is missing, else 1.",project/src/stage123.py,build_pairs123() :: valid_t1,frozen_generator_code,"Gate B pair-level eligibility bookkeeping for one of the four locked sample designs. It describes sample membership, not company condition, and it is never a predictor feature. It is the pair-level expression of the three-valued outcome: an unknown t+1 target removes the pair rather than being converted to a healthy zero."
FD_target_article141_only_t_plus_1,ROBUSTNESS outcome: the stricter Article-141-oriented definition evaluated on the t+1 company-year.,three_valued_1_0_missing,not_applicable,target,outcome_variable_never_a_predictor_feature,M1_derived_stage122_target_construction,author_derived_from_committed_project_rules,target_fiscal_year_t_plus_1,"Three-valued. A company-year whose evidence did not permit a determination is recorded as unknown and is NEVER converted to a healthy zero. Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.","FD_target_article141_only evaluated on the t+1 row: modified three-valued OR(fd_article141_direct, fd_accumulated_loss); with 141 absent reduces to accumulated_loss >= 50% of registered capital. Robustness only. Targets are copied byte-for-byte from the frozen Gate B pair files and never recomputed from accounting values.",project/stage122/target_definition_stage122.csv,row criterion=FD_target_article141_only :: rule,committed_target_definition,"Robustness only, never the headline outcome. Because direct Article-141 evidence is missing for every row, this reduces in practice to the accumulated-loss criterion alone and must not be reported as an Article-141 determination."
FD_target_main_t_plus_1,The PRIMARY outcome: the composite operational financial-distress indicator evaluated on the t+1 company-year.,three_valued_1_0_missing,not_applicable,target,outcome_variable_never_a_predictor_feature,M1_derived_stage122_target_construction,author_derived_from_committed_project_rules,target_fiscal_year_t_plus_1,"Three-valued. A company-year whose evidence did not permit a determination is recorded as unknown and is NEVER converted to a healthy zero. Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.",FD_target_main evaluated on the t+1 row: modified three-valued OR with non-blocking unavailable direct Article-141 evidence. 1 if any criterion definitely 1; 0 if all evaluable quantitative criteria definitely 0; missing otherwise. NOT an Article-141 target. Targets are copied byte-for-byte from the frozen Gate B pair files and never recomputed from accounting values.,project/stage122/target_definition_stage122.csv,row criterion=FD_target_main :: rule,committed_target_definition,"This is an operational composite, NOT an Article-141 legal insolvency determination and not a bankruptcy filing. Direct Article-141 evidence was unavailable for every row, so that criterion is missing throughout and the composite does not rest on it. The primary surface carries 80 positives against 932 negatives (about 7.9%), and the positive class gets sparser in later years."
FD_target_persistent_loss_robustness_t_plus_1,"ROBUSTNESS outcome: the composite widened with a two-consecutive-year net-loss criterion, evaluated on the t+1 company-year.",three_valued_1_0_missing,not_applicable,target,outcome_variable_never_a_predictor_feature,M1_derived_stage122_target_construction,author_derived_from_committed_project_rules,target_fiscal_year_t_plus_1,"Three-valued. A company-year whose evidence did not permit a determination is recorded as unknown and is NEVER converted to a healthy zero. Missing is left missing. The Stage125 contract lists no_imputation_or_scaling among its explicit non-claims, so no released value was filled, scaled or reconstructed.","FD_target_persistent_loss_robustness evaluated on the t+1 row: modified three-valued OR(FD_target_main, two-consecutive-year net loss). Robustness only. Targets are copied byte-for-byte from the frozen Gate B pair files and never recomputed from accounting values.",project/stage122/target_definition_stage122.csv,row criterion=FD_target_persistent_loss_robustness :: rule,committed_target_definition,"Robustness only, never the headline outcome. It is a broader definition than FD_target_main and its positives are not interchangeable with the primary outcome's."
assumed_available_at_regulatory_gregorian,"The same assumed availability date, converted to the Gregorian calendar.",date_gregorian_iso,gregorian_date_YYYY_MM_DD,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,assumed_availability_of_predictor_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,assumed.togregorian().isoformat() — a pure calendar conversion of assumed_available_at_regulatory_jalali.,project/src/stage125_part3c_leakage_safe_dataset_finalization.py,compute_assumed_available_at_regulatory() :: 'assumed_available_at_regulatory_gregorian',frozen_generator_code,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. Converting an assumption to another calendar does not make it an observation."
assumed_available_at_regulatory_jalali,The ASSUMED date on which the fiscal-year-t statement is treated as available: fiscal year end plus four Jalali calendar months.,date_jalali_iso,jalali_date_YYYY_MM_DD,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,assumed_availability_of_predictor_year_t,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"add_jalali_calendar_months(fiscal_year_end_t, 4), clamping the day to the last valid day of the target Jalali month.",project/stage125/part3c_leakage_safe_dataset_contract_stage125.json,assumed_availability_field_name; active_lag_months; availability_method,committed_contract,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. The field name says 'assumed' because it is: the builder refuses to write this value into any observed-publication field name, and the contract lists no_observed_PublishDateTime_claim among its non-claims."
availability_date_semantics,What the availability date means. Constant at 'assumed_regulatory_deadline_not_observed_publication_timestamp'.,categorical,not_applicable,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,design_constant_within_the_release,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,Constant 'assumed_regulatory_deadline_not_observed_publication_timestamp'.,project/stage125/part3c_leakage_safe_dataset_contract_stage125.json,availability_date_semantics,committed_contract,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. This column exists so the caveat travels with the data rather than only with the README."
availability_method,How the availability date was produced. Constant at 'fixed_regulatory_lag'.,categorical,not_applicable,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,design_constant_within_the_release,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,Constant 'fixed_regulatory_lag'.,project/stage125/part3c_leakage_safe_dataset_contract_stage125.json,availability_method,committed_contract,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. It names a method, not a data source. No per-company or per-ticker timing rule was authorized: the contract lists no_ticker_specific_timing_authorization among its non-claims."
fiscal_year_end_t_gregorian,"The same predictor-year fiscal year end, converted to the Gregorian calendar.",date_gregorian_iso,gregorian_date_YYYY_MM_DD,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,predictor_period_end,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,gregorian_iso(fye_t) — a pure calendar conversion of fiscal_year_end_t_jalali. No new date information.,project/src/stage125_part3c_leakage_safe_dataset_finalization.py,build_design_rows() :: row['fiscal_year_end_t_gregorian'] = gregorian_iso(fye_t),frozen_generator_code,"A conversion, not an observation. The sample is defined over Jalali years 1392-1402 and no Gregorian span is claimed."
fiscal_year_end_t_jalali,"Fiscal year end of the PREDICTOR year t, as a Jalali date.",date_jalali_iso,jalali_date_YYYY_MM_DD,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,provider_CODAL_label_compiled_by_the_authors,predictor_period_end,Never missing in a released row: Part 3C parses the predictor row's fiscal_year_end as a Jalali date and aborts if it cannot. The upstream panel records 4 rows with a missing fiscal-year-end as a provenance gap.,jalali_to_iso(parse_jalali_date(pred['fiscal_year_end'])).,project/src/stage125_part3c_leakage_safe_dataset_finalization.py,build_design_rows() :: row['fiscal_year_end_t_jalali'] = jalali_to_iso(fye_t),frozen_generator_code,"Jalali is the primary calendar for this panel. This is the statement period end, not a filing or publication date."
is_observed_publication_timestamp,Whether the availability date is an observed publication timestamp. Constant FALSE across the release.,boolean_true_false,not_applicable,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,design_constant_within_the_release,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,Constant 'false'. Row-level publication timestamps were never collected: the contract records row_level_publish_datetime_collection_authorized = false and row_level_real_available_at_assignment_authorized = false.,project/stage125/part3c_leakage_safe_dataset_contract_stage125.json,is_observed_publication_timestamp,committed_contract,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. It is false on every row. A future dataset that collected real filing timestamps would be a different dataset, not a corrected version of this one."
regulatory_lag_months,The size of the availability lag in Jalali calendar months. Constant at 4 across the release.,integer,jalali_calendar_months,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,design_constant_within_the_release,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"Constant 4, guarded: the builder raises unless the value is exactly the approved integer 4.",project/stage125/part3c_leakage_safe_dataset_contract_stage125.json,active_lag_months; four_month_regulatory_lag_locked,committed_contract,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. The historical six-month lag is superseded for the active path but retained as provenance; the contract records six_month_lag_superseded = true and historical_six_month_decision_retained = true."
target_fiscal_year_end_t_plus_1_gregorian,"The same outcome-year fiscal year end, converted to the Gregorian calendar.",date_gregorian_iso,gregorian_date_YYYY_MM_DD,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,target_period_end,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,gregorian_iso(fye_t1) — a pure calendar conversion of target_fiscal_year_end_t_plus_1_jalali.,project/src/stage125_part3c_leakage_safe_dataset_finalization.py,build_design_rows() :: row['target_fiscal_year_end_t_plus_1_gregorian'],frozen_generator_code,"A conversion, not an observation. The timing comparison itself is performed in the Jalali calendar."
target_fiscal_year_end_t_plus_1_jalali,"Fiscal year end of the OUTCOME year t+1, as a Jalali date — the cutoff the availability date is compared against.",date_jalali_iso,jalali_date_YYYY_MM_DD,timing_assumption,methodological_timing_field_never_a_predictor_feature,M1_derived_stage125_part3c,provider_CODAL_label_compiled_by_the_authors,target_period_end,Never missing in a released row: Part 3C parses the outcome row's fiscal_year_end as a Jalali date and aborts if it cannot.,jalali_to_iso(parse_jalali_date(tgt['fiscal_year_end'])).,project/src/stage125_part3c_leakage_safe_dataset_finalization.py,build_design_rows() :: row['target_fiscal_year_end_t_plus_1_jalali'],frozen_generator_code,"It is a period end, not an outcome-observation date. The outcome itself is the frozen target copied from the Gate B pair."
assumed_before_target_fiscal_year_end,Whether the assumed availability date falls strictly before the outcome year's fiscal year end — the leakage-safe timing condition.,boolean_true_false,not_applicable,timing_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,"assumed_available_at_regulatory < target_fiscal_year_end_t_plus_1, evaluated in the Jalali calendar.",project/stage125/part3c_leakage_safe_dataset_contract_stage125.json,analysis_ready_rule,committed_contract,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. It is TRUE on every row of the four analysis-ready files by construction, and can be FALSE only in the audited_pairs_* surfaces."
timing_eligible_for_analysis,Whether the pair may enter the leakage-safe analysis-ready surface.,boolean_true_false,not_applicable,timing_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,timing_eligible_for_analysis = assumed_available_at_regulatory < target_fiscal_year_end_t_plus_1.,project/stage125/part3c_leakage_safe_dataset_contract_stage125.json,timing_eligibility_rule,committed_contract,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. TRUE on every row of the analysis-ready files. In the audited_pairs_* files it is the column that marks which rows must NOT be modelled."
timing_eligible_for_model,Whether the pair may enter a model under the timing rule. Identical to timing_eligible_for_analysis.,boolean_true_false,not_applicable,timing_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,timing_eligible_for_model = timing_eligible_for_analysis.,project/stage125/part3c_leakage_safe_dataset_contract_stage125.json,timing_eligibility_rule,committed_contract,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. Timing eligibility alone is not model approval: the contract records feature_selection_authorized = false and zero features approved before Part 4."
timing_exclusion_reason,Why the pair was excluded from the analysis-ready surface on timing grounds.,string,not_applicable,timing_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,"Empty string for every timing-eligible pair; the builder aborts if a timing-eligible row carries a reason. Empty means 'not excluded on timing grounds', never 'unknown'.","Set to the single constant 'regulatory_lag_not_before_target_fiscal_year_end' when timing_relation_violation is true, otherwise the empty string.",project/src/stage125_part3c_leakage_safe_dataset_finalization.py,TIMING_EXCLUSION_REASON; build_design_rows(),frozen_generator_code,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. It takes exactly one non-empty value in this release, so it is a marker rather than a taxonomy."
timing_relation_violation,The complement of assumed_before_target_fiscal_year_end: the predictor would not have been available before the outcome year ended.,boolean_true_false,not_applicable,timing_eligibility_audit,audit_only_never_a_predictor_feature,M1_derived_stage125_part3c,author_derived_from_committed_project_rules,pair_t_to_t_plus_1,Not applicable: the value is populated on every released row because the generator assigns it unconditionally. Nothing was imputed to make that true.,NOT assumed_before_target_fiscal_year_end. The builder cross-checks the two and aborts if they ever agree.,project/src/stage125_part3c_leakage_safe_dataset_finalization.py,build_design_rows() :: timing_violation = not relation_ok; split_analysis_ready(),frozen_generator_code,"Rests on the fixed four-Jalali-month regulatory-lag assumption, not on an observed filing date. Row-level publication timestamps were never collected and the contract records is_observed_publication_timestamp = false; any point-in-time claim built on this field is a claim about the proxy. The contract expects exactly one violating pair per design, and it is retained in the audited surface rather than silently dropped."
